Wavelength,IC1_background,IC1_spot,IC2_background,IC2_spot,IC3_background,IC3_spot,IC4_background,IC4_spot,IC5_background,IC5_spot,IC6_background,IC6_spot,IC7_background,IC7_spot,IC8_background,IC8_spot,IC9_background,IC9_spot,IC10_background,IC10_spot,IC11_background,IC11_spot,IC12_background,IC12_spot,IC13_background,IC13_spot,IC14_background,IC14_spot,IC15_background,IC15_spot,IC16_background,IC16_spot,IC17_background,IC17_spot,IC18_background,IC18_spot,IC19_background,IC19_spot,IC20_background,IC20_spot,IC21_background,IC21_spot,IC22_background,IC22_spot,IC23_background,IC23_spot,IC24_background,IC24_spot,IC25_background,IC25_spot,IC26_background,IC26_spot,IC27_background,IC27_spot,IC28_background,IC28_spot,IC29_background,IC29_spot,IC30_background,IC30_spot,IC31_background,IC31_spot,IC32_background,IC32_spot,IC33_background,IC33_spot,IC34_background,IC34_spot,IC35_background,IC35_spot,IC36_background,IC36_spot,IC37_background,IC37_spot,IC38_background,IC38_spot,IC39_background,IC39_spot,IC40_background,IC40_spot,IC41_background,IC41_spot,IC42_background,IC42_spot,IC43_background,IC43_spot,IC44_background,IC44_spot,IC45_background,IC45_spot,IC46_background,IC46_spot,IC47_background,IC47_spot,IC48_background,IC48_spot,IC49_background,IC49_spot,IC50_background,IC50_spot,IC51_background,IC51_spot,IC52_background,IC52_spot,IC53_background,IC53_spot,IC54_background,IC54_spot,IC55_background,IC55_spot,IC56_background,IC56_spot,IC57_background,IC57_spot,IC58_background,IC58_spot,IC59_background,IC59_spot,IC60_background,IC60_spot,IC61_background,IC61_spot,IC62_background,IC62_spot,IC63_background,IC63_spot,IC64_background,IC64_spot,IC65_background,IC65_spot,IC66_background,IC66_spot,IC67_background,IC67_spot,IC68_background,IC68_spot,IC69_background,IC69_spot,IC70_background,IC70_spot,IC71_background,IC71_spot,IC72_background,IC72_spot,IC73_background,IC73_spot,IC74_background,IC74_spot,IC75_background,IC75_spot,IC76_background,IC76_spot,IC77_background,IC77_spot,IC78_background,IC78_spot,IC79_background,IC79_spot,IC80_background,IC80_spot,IC81_background,IC81_spot,IC82_background,IC82_spot,IC83_background,IC83_spot,IC84_background,IC84_spot
425,22.26673333,3.2626,19.976,3.361266667,36.32913333,1.350266667,20.16006667,2.088733333,44.28953333,25.17846667,39.58546667,0.691533333,41.43026667,0.096533333,76.68653333,21.60046667,41.64873333,13.18286667,20.42166667,-0.367866667,12.02686667,-0.5378,21.87733333,0.333133333,52.2164,3.909933333,19.08053333,1.779333333,34.74606667,1.324266667,26.134,1.331066667,20.08366667,1.418666667,44.426,0.9618,38.60673333,5.2328,30.183,1.0108,9.1694,1.147133333,45.91753333,1.6992,26.3498,3.6016,36.48646667,1.124466667,57.8614,3.227733333,42.46353333,7.939,31.23033333,0.210866667,16.49133333,2.1104,44.51386667,2.3904,49.34793333,0.555866667,28.75766667,0.278066667,51.6468,0.1418,20.03286667,0.464266667,28.93073333,-0.406866667,21.40366667,0.846,31.39886667,6.643733333,15.19973333,3.9768,8.384466667,-0.4636,24.51593333,1.757466667,57.7004,1.699733333,43.74193333,0.2762,33.13806667,1.291533333,49.29933333,1.519933333,83.38626667,4.455,20.62133333,0.9312,17.6804,-0.268733333,38.5284,1.184933333,10.9122,-0.349666667,57.82646667,3.3558,48.87946667,2.558533333,19.1534,2.776533333,39.0578,1.3576,34.14566667,0.817,17.48233333,-0.551333333,50.11773333,0.742933333,16.68886667,0.1246,24.2092,-0.264,25.8776,0.171933333,35.5028,-0.125466667,41.51986667,4.845666667,23.22686667,3.0088,14.61926667,-0.251466667,44.7444,-0.1376,52.00866667,24.86793333,28.60586667,12.78286667,57.42746667,-0.1144,53.5418,2.438466667,11.88886667,0.868133333,30.44066667,-0.544266667,58.63326667,0.085666667,17.91946667,0.139066667,35.92833333,-0.5508,49.34926667,2.396333333,44.18826667,4.7844,11.14746667,1.0996,56.40526667,1.517733333,19.6056,2.1376,42.73213333,2.3646,50.40046667,1.5596,35.80653333,0.3194,27.54446667,2.053066667,20.58933333,0.452866667,41.10766667,0.045533333,17.7264,-0.474133333
426,22.75633333,3.289,20.09273333,3.4184,36.85786667,1.561933333,20.38273333,2.231,44.78346667,25.54766667,40.31646667,0.971866667,41.90113333,0.384666667,76.84026667,21.98213333,42.00933333,13.31806667,20.87166667,-0.1034,12.4654,-0.3658,22.52793333,0.487066667,52.6552,3.880133333,19.40546667,1.804933333,35.06193333,1.3014,26.54533333,1.5828,20.53553333,1.488933333,44.52093333,1.168066667,39.23486667,5.435733333,30.5606,1.146866667,9.4986,1.233866667,46.58666667,1.7712,26.8452,3.588266667,37.01266667,1.108866667,58.39726667,3.087266667,42.93113333,8.098266667,31.73106667,0.260266667,17.03,2.2108,45.18373333,2.598466667,50.082,0.748733333,29.14393333,0.4352,52.30613333,0.330866667,20.51926667,0.680533333,29.49493333,-0.244933333,21.96,1.065733333,31.77553333,6.8994,15.45266667,4.269733333,8.476866667,-0.229933333,24.98586667,1.7808,57.9222,1.846266667,44.05393333,0.302333333,33.66893333,1.467533333,50.12686667,1.590333333,83.87353333,4.501733333,21.08533333,1.162933333,18.01253333,-0.177066667,39.03326667,1.3236,11.3692,-0.222666667,58.32466667,3.3572,49.1736,2.731,19.4862,2.9128,39.397,1.583466667,34.63646667,1.0004,17.77506667,-0.3162,50.43546667,0.915066667,17.095,0.276333333,24.79913333,-0.114466667,26.55846667,0.222333333,35.92506667,0.086933333,42.34866667,5.178133333,23.5796,3.276933333,15.0194,-0.1172,45.3226,0.166533333,52.73946667,24.97926667,28.89813333,13.18246667,58.2938,0.0714,53.96786667,2.5822,12.0558,1.0114,31.19013333,-0.3998,58.9224,0.2216,18.59273333,0.3418,35.9814,-0.441533333,49.91446667,2.344133333,44.21986667,4.4518,10.96766667,0.9046,56.4118,1.3792,19.6304,2.1618,42.848,2.309466667,50.35693333,1.473866667,36.0422,0.199,27.80113333,2.0484,20.8868,0.453933333,41.4392,0.055666667,17.718,-0.441133333
427,22.93966667,3.358,20.368,3.690133333,37.15746667,1.632266667,20.76766667,2.407066667,44.94153333,26.02926667,40.59393333,1.090133333,42.4248,0.528333333,76.53086667,22.1538,42.2722,13.45333333,21.5802,0.2104,13.1554,-0.0242,23.19326667,0.724266667,53.30606667,3.8898,19.9094,1.860266667,35.79333333,1.4378,26.94433333,1.587533333,21.04106667,1.688,45.0978,1.473733333,40.1442,5.6794,31.164,1.3344,9.861266667,1.254666667,47.2646,1.955,27.542,3.740466667,37.72313333,1.1398,58.91893333,3.035133333,42.9748,8.403666667,32.006,0.4952,17.52793333,2.553333333,45.40533333,3.0506,50.88293333,0.999333333,29.78546667,0.7312,52.77973333,0.542266667,21.1924,0.850266667,30.1956,-0.1554,22.7344,1.354466667,32.5878,7.3524,15.9442,4.762733333,9.065133333,-0.081,25.34546667,2.026533333,58.38346667,2.255733333,44.57373333,0.491866667,34.04586667,1.921466667,50.65746667,1.893266667,84.50173333,4.765066667,21.95633333,1.485333333,18.44593333,0.021133333,39.67506667,1.3902,12.00933333,-0.0734,58.50586667,3.470133333,49.39546667,2.9492,20.22046667,3.059933333,39.39866667,1.592666667,35.26533333,1.132066667,18.39786667,-0.030733333,51.00653333,1.359133333,17.91453333,0.578933333,25.43486667,0.3258,27.24973333,0.5422,36.38526667,0.353733333,43.13806667,5.553133333,24.19353333,3.8268,15.69753333,0.350466667,46.02926667,0.597133333,53.28466667,25.7304,29.17626667,13.5884,58.88793333,0.337333333,54.37873333,2.957,12.55286667,1.3476,31.91226667,-0.036533333,59.18486667,0.715666667,19.41246667,0.734066667,36.58733333,-0.0172,50.24453333,2.621,44.6824,4.718066667,11.5484,1.1514,56.78566667,1.746733333,20.2332,2.650333333,43.34353333,2.655133333,50.8952,1.7382,36.8926,0.401,28.4054,2.341466667,21.57233333,0.8666,42.07933333,0.4948,18.48153333,-0.19
428,22.97933333,3.236133333,20.38126667,3.581333333,37.41626667,1.657733333,20.74053333,2.437,44.95386667,26.033,40.8134,1.006,42.78226667,0.647266667,76.56353333,21.89853333,42.03946667,13.48866667,21.7982,0.404066667,13.11073333,0.042533333,23.42226667,0.784266667,53.3618,3.892866667,19.9128,1.810466667,35.93953333,1.408133333,26.8656,1.504266667,20.99966667,1.774933333,44.459,1.469933333,40.06526667,5.553266667,31.00333333,1.2284,9.905933333,1.259733333,46.84573333,1.8194,27.46453333,3.589733333,37.64926667,1.070466667,59.47253333,2.546066667,42.94286667,7.986066667,31.71873333,0.304066667,17.48006667,2.3034,45.2242,2.7922,51.00653333,0.587866667,29.47406667,0.5108,53.11773333,0.3014,21.21426667,0.667133333,30.42206667,-0.477466667,22.74233333,1.161066667,32.51986667,7.142466667,15.63026667,4.650866667,8.7648,-0.304933333,25.20066667,1.623333333,58.39113333,2.335466667,44.606,0.2328,34.1694,1.621533333,50.73513333,1.686933333,84.4732,4.3056,21.6954,1.2782,18.40633333,-0.3134,40.01446667,1.1346,11.78953333,-0.244866667,57.91693333,3.384866667,48.81766667,2.729466667,20.15533333,2.831266667,38.9926,1.547733333,34.905,0.965533333,18.1598,-0.196666667,50.7818,1.231866667,17.66566667,0.5104,25.27166667,0.198333333,27.02746667,0.5068,36.4692,0.367333333,43.16666667,5.330066667,24.09813333,3.561933333,15.5418,0.311266667,45.98993333,0.456866667,53.32493333,25.37986667,28.89253333,13.4316,58.53193333,0.251466667,54.1584,2.747133333,12.50446667,1.0742,31.47373333,-0.084133333,58.8154,0.5944,19.10806667,0.637533333,36.3376,-0.110066667,50.33786667,2.468133333,44.84693333,4.605933333,11.263,1.165533333,56.93493333,1.619066667,20.26233333,2.6544,43.4784,2.519866667,50.84046667,1.796333333,37.1374,0.371733333,28.75606667,2.264266667,21.49766667,0.772533333,41.76153333,0.3254,18.32486667,-0.303866667
429,23.28133333,3.2186,20.1468,3.581466667,37.6168,1.589933333,20.94126667,2.3304,45.12053333,26.04286667,40.941,0.960933333,42.85186667,0.595333333,76.6154,21.86366667,41.69293333,13.38666667,21.8918,0.347,13.23926667,0.144666667,23.82873333,0.696466667,53.96293333,3.9718,20.34913333,1.8452,36.9194,1.3924,27.0272,1.439666667,21.49806667,1.809533333,44.71413333,1.385066667,40.62233333,5.7744,31.34126667,1.202066667,10.1584,1.351533333,47.3038,1.833933333,27.91126667,3.766466667,38.25033333,1.202466667,59.9854,2.566666667,43.23766667,8.012933333,31.8968,0.233333333,17.7782,2.453866667,45.48113333,2.906933333,51.10566667,0.552066667,30.00553333,0.639733333,53.13186667,0.113133333,21.63806667,0.7254,30.589,-0.5592,23.03553333,1.207333333,33.18246667,7.2644,15.71933333,4.5758,8.7906,-0.362866667,25.52546667,1.4806,58.65713333,2.615133333,44.98173333,0.291333333,34.50866667,1.432266667,51.0336,1.5796,84.63,4.089933333,21.95433333,1.124466667,18.51526667,-0.406933333,40.33593333,1.1214,11.84773333,-0.3734,57.839,3.382266667,48.85,2.746066667,20.42213333,2.875866667,39.2116,1.5284,34.9456,0.929266667,18.41126667,-0.105333333,50.75673333,1.2964,17.58946667,0.6056,25.6126,0.3128,27.28706667,0.627933333,36.59393333,0.4776,43.39606667,5.356533333,24.30306667,3.654133333,15.5742,0.298333333,45.90573333,0.683666667,53.48886667,25.67793333,29.0966,13.54533333,58.42073333,0.2004,54.4284,2.816266667,12.4536,1.2498,31.80833333,-0.161066667,58.52626667,0.600533333,19.58613333,0.7444,36.4398,0.055466667,50.72553333,2.5144,45.31393333,4.737666667,11.38753333,1.293466667,57.05393333,1.641466667,20.46673333,2.5292,44.17453333,2.591666667,51.40786667,2.0152,37.40126667,0.317,29.13566667,2.257866667,21.62093333,0.717866667,42.10513333,0.231933333,18.8796,-0.528
430,23.5024,3.1868,20.4254,3.6548,37.735,1.5252,21.06826667,2.385133333,45.05753333,25.95793333,40.6716,0.875133333,42.86786667,0.536066667,76.13453333,21.84493333,41.7426,13.48413333,22.07426667,0.3078,13.13946667,0.175933333,24.01606667,0.711,54.273,4.2038,20.8218,1.911333333,37.74733333,1.500133333,27.51833333,1.421933333,21.8918,1.8536,44.83546667,1.571066667,40.9002,5.821066667,31.8112,1.241866667,10.4474,1.478866667,47.50593333,1.885333333,28.22986667,3.9544,38.5104,1.421533333,59.9268,2.437733333,43.25093333,7.8196,31.58906667,0.0478,17.6212,2.1842,45.2974,2.620933333,50.90766667,0.292133333,30.11833333,0.381466667,52.93586667,-0.173933333,21.80293333,0.488,30.7974,-0.805666667,23.1688,1.043,33.36593333,7.006466667,15.71753333,4.444133333,8.693666667,-0.657866667,25.62686667,1.246133333,58.51706667,2.4026,44.83586667,0.1058,34.6202,1.1502,51.03786667,1.4796,84.1656,3.826333333,21.91446667,0.823933333,18.64653333,-0.618733333,40.17993333,0.820866667,11.6136,-0.597266667,58.365,3.465,49.05553333,2.785,20.59453333,2.962,39.32826667,1.471,34.9564,0.733133333,18.6184,-0.1516,51.06746667,1.2204,17.75226667,0.5658,25.77853333,0.2884,27.53846667,0.5904,36.96113333,0.367133333,43.84813333,5.3126,24.4638,3.4856,15.8376,0.229466667,46.13993333,0.578666667,53.54033333,26.08293333,29.4184,13.55986667,58.24193333,0.238666667,54.3966,2.9342,12.45633333,1.277133333,31.7998,-0.0926,58.69466667,0.675333333,19.97826667,0.6784,36.904,0.035266667,50.90586667,2.3558,46.044,4.792,11.55873333,1.252666667,57.60373333,1.5308,20.97526667,2.4122,44.76953333,2.488533333,52.09106667,1.956333333,37.83006667,0.2808,29.576,2.0916,21.752,0.599133333,42.31673333,0.131,19.04386667,-0.6382
431,23.8238,3.3746,20.8566,3.792466667,37.95426667,1.439733333,21.44393333,2.336066667,45.32733333,26.1876,40.74506667,0.744733333,43.31113333,0.3604,76.1054,22.079,41.9346,13.8,22.4428,0.168266667,13.4284,0.058133333,24.39993333,0.658466667,54.7252,4.454466667,21.4788,2.021066667,38.70333333,1.706933333,28.1748,1.3624,22.62413333,1.946933333,45.41233333,1.646733333,41.5526,6.072,32.43146667,1.3178,10.9644,1.625133333,47.65033333,2.048,28.7924,4.338666667,39.19906667,1.61,60.14186667,2.4936,43.71233333,7.976666667,31.60166667,-0.0134,17.72646667,1.977733333,45.43986667,2.654133333,50.9926,-0.074266667,30.5486,0.155,52.97686667,-0.385533333,22.0722,0.2836,31.4784,-1.001333333,23.30913333,0.834666667,33.7286,7.034,15.78533333,4.5182,8.789533333,-1.052533333,26.15153333,1.151933333,58.79153333,2.2892,45.05766667,-0.071133333,34.9014,1.0544,51.319,1.546933333,84.16073333,3.717533333,22.31,0.638333333,18.9338,-0.709733333,40.22666667,0.7394,11.72513333,-0.7466,58.83346667,3.522133333,49.46466667,2.734333333,21.04686667,2.8978,39.72766667,1.418,35.1352,0.586733333,18.90193333,-0.3356,51.55073333,1.0728,18.12273333,0.476533333,26.1552,0.152066667,28.09513333,0.4906,37.35606667,0.168333333,44.53753333,5.3354,24.91693333,3.289266667,16.2412,0.0964,46.4312,0.337533333,53.98106667,26.72553333,29.80266667,13.59386667,58.35586667,0.1408,54.79253333,3.049066667,12.61133333,1.245333333,31.92326667,-0.2108,59.19713333,0.6642,20.36573333,0.587866667,37.506,-0.011066667,51.2558,2.3406,46.6958,5.133333333,12.13426667,1.355333333,58.03606667,1.498466667,21.74466667,2.477866667,45.52106667,2.515866667,53.0222,1.9496,38.48066667,0.388133333,30.17286667,2.068866667,22.0918,0.454333333,42.72393333,0.173466667,19.57346667,-0.696266667
432,24.3246,3.288133333,20.88766667,3.663133333,38.366,1.414133333,21.4162,2.102133333,45.38473333,26.346,41.2124,0.6236,43.3588,0.181333333,76.526,22.18013333,42.5764,13.9506,22.36646667,-0.173,13.24206667,-0.1496,24.68726667,0.4348,55.0354,4.384266667,21.73653333,1.840266667,38.79146667,1.454666667,28.11986667,1.284733333,22.71013333,1.643933333,45.0052,1.240333333,41.73346667,5.864,32.55593333,0.9936,11.0084,1.4142,47.93073333,1.8184,28.77306667,4.000666667,39.3822,1.511066667,60.55833333,2.665333333,44.12213333,7.8382,31.42306667,-0.130666667,17.74773333,1.8176,45.86686667,2.365133333,51.01553333,-0.2022,30.61653333,0.062666667,53.0488,-0.4792,22.4348,0.119733333,31.5706,-0.9662,23.49613333,0.6722,33.82313333,6.7998,15.85213333,4.374133333,8.617866667,-1.112066667,26.60313333,0.918866667,58.6832,1.914266667,45.5204,-0.2002,35.28546667,0.7982,51.54213333,1.337733333,83.9452,3.501733333,22.3998,0.463733333,19.06353333,-0.792,40.52646667,0.706533333,11.8088,-0.7108,59.21953333,3.2854,49.54413333,2.455,20.7542,2.633066667,40.17433333,1.282866667,35.34486667,0.218466667,18.74066667,-0.708066667,51.30913333,0.6196,17.6122,0.082466667,26.09966667,-0.382,28.10993333,-0.055133333,37.3832,-0.328933333,44.6824,4.893,24.7886,2.515733333,16.117,-0.591,46.52353333,-0.2074,54.2284,26.22046667,29.64746667,13.24913333,58.14053333,-0.422,54.544,2.544466667,12.1702,0.716,31.60033333,-0.6572,59.019,0.121266667,20.0082,0.0934,37.3768,-0.444533333,51.26653333,1.907,46.85626667,4.815066667,11.51626667,0.8926,57.86793333,0.957533333,21.37993333,1.926133333,45.35593333,1.9232,52.82553333,1.489333333,38.29893333,-0.010533333,30.13833333,1.515933333,21.56866667,-0.1438,42.4998,-0.451066667,19.044,-1.082933333
433,25.42306667,3.6014,21.63853333,4.085266667,39.55493333,1.678133333,22.66646667,2.470266667,46.582,27.45653333,42.56126667,0.803533333,44.76906667,0.259733333,77.4444,23.15453333,43.91253333,14.75186667,23.97113333,-0.063733333,14.4206,0.0856,26.3646,0.664466667,55.68733333,4.618133333,22.80306667,1.9904,39.6318,1.565,29.10386667,1.505733333,23.7912,1.841333333,46.2356,1.538333333,42.993,6.396866667,33.8622,1.2162,12.10026667,1.633866667,49.08913333,2.283066667,29.80166667,4.681466667,40.41593333,1.681133333,60.894,3.0142,45.09373333,8.490066667,32.135,0.107533333,18.74913333,2.2162,47.20493333,2.920933333,51.78806667,0.3164,31.54753333,0.445533333,53.749,-0.111533333,23.71286667,0.442533333,32.31446667,-0.598333333,24.69286667,0.9628,34.9356,7.315466667,16.64966667,4.756266667,9.369733333,-1.001866667,27.68493333,1.265133333,59.41726667,2.0022,46.3016,-0.063333333,36.2514,1.230533333,52.3272,1.484266667,84.13726667,3.9724,23.28866667,0.756333333,20.29086667,-0.3776,41.08626667,1.0478,12.80973333,-0.5388,60.48966667,3.6302,51.23953333,2.881133333,21.9946,2.958,41.70753333,1.500066667,36.8826,0.491533333,20.1066,-0.4172,52.86693333,0.953533333,19.3196,0.442133333,28.01606667,0.1072,29.81506667,0.281,39.09173333,-0.005666667,46.554,6.131733333,26.60746667,3.214466667,17.6448,-0.228266667,47.9648,0.3196,55.4952,27.58033333,31.46646667,14.041,59.63326667,-0.097333333,55.93326667,3.295533333,13.3416,1.187666667,33.27,-0.3902,60.39446667,0.645,21.85726667,0.429866667,39.12093333,-0.016866667,52.1974,2.030266667,47.78206667,5.231533333,12.51013333,0.8512,58.7358,1.1008,22.41846667,2.1096,46.4474,2.160133333,53.9172,1.586666667,39.53593333,0.049666667,31.26373333,1.7682,22.87493333,-0.107933333,43.69566667,-0.2778,20.53933333,-1.074466667
434,26.2598,3.774333333,22.4222,4.374266667,40.48733333,1.849333333,23.43906667,3.030333333,47.5402,28.43213333,43.73206667,1.260266667,45.9368,0.568933333,78.85633333,24.1016,45.41426667,15.3934,25.201,0.291666667,15.26313333,0.363933333,27.26153333,1.0406,56.21786667,4.777666667,23.49186667,1.961266667,39.9796,1.733533333,29.75506667,1.723733333,24.24306667,1.980466667,46.55553333,1.865066667,43.48006667,6.557,34.54433333,1.345133333,12.687,1.762866667,49.60786667,2.431933333,30.3938,4.959666667,40.9024,1.790533333,61.3562,3.2202,45.6448,8.882466667,32.41626667,0.320466667,19.23146667,2.256133333,48.0794,3.056,52.49313333,0.565333333,32.08886667,0.623733333,54.55293333,0.041866667,24.4382,0.4908,33.2804,-0.434,25.40813333,1.011533333,35.49693333,7.718333333,17.1864,5.212733333,9.775733333,-0.873466667,28.39473333,1.468333333,59.51213333,1.924533333,46.98513333,0.15,37.11813333,1.4564,53.31733333,1.782066667,84.30046667,4.356866667,23.89573333,0.946466667,21.09373333,-0.201533333,41.65573333,0.861066667,13.48066667,-0.292333333,61.03973333,3.680066667,52.1404,2.719466667,22.6058,3.167733333,42.33113333,1.324266667,37.67633333,0.500733333,20.74833333,-0.482133333,53.7716,1.0682,20.24933333,0.436666667,28.76533333,0.224866667,30.51473333,0.198266667,40.07,-0.0902,47.65206667,6.626533333,27.50686667,3.4922,18.14673333,-0.151066667,49.1542,0.3638,56.5948,28.39886667,32.16686667,14.51653333,60.5774,-0.059333333,56.73326667,3.532133333,13.82806667,1.2686,33.98093333,-0.390866667,61.2056,0.728333333,22.6836,0.515733333,39.86333333,0.0242,52.64366667,2.109,48.3726,5.3496,12.81193333,0.759333333,59.30013333,1.153333333,22.8778,2.240866667,46.7098,2.2126,54.3634,1.455466667,39.9428,-0.173466667,31.9986,1.912533333,23.36053333,-0.121066667,44.20746667,-0.199066667,20.82793333,-0.930133333
435,26.5886,3.695866667,22.95066667,4.279666667,41.0454,1.769,23.8566,2.936466667,48.41933333,29.20373333,44.671,1.205733333,46.8012,0.4724,79.95386667,24.4438,46.18246667,15.68133333,25.89373333,0.2906,15.94993333,0.393733333,28.16353333,1.003333333,56.765,4.8682,23.911,1.966533333,40.331,1.905133333,30.36886667,1.885666667,24.76246667,2.122666667,47.208,1.869266667,43.94613333,6.827466667,34.9996,1.555466667,13.31746667,1.855466667,50.15973333,2.5252,31.01666667,5.236866667,41.6988,1.933066667,61.8634,3.442266667,46.36633333,9.379333333,33.18546667,0.581666667,19.9458,2.589533333,49.28286667,3.607066667,53.52593333,0.9866,32.92513333,0.976333333,55.30586667,0.404533333,25.23346667,0.798266667,34.313,-0.083333333,26.22953333,1.320866667,36.301,8.405933333,17.89726667,5.770133333,10.41166667,-0.614133333,29.27833333,1.8342,60.06066667,2.1216,48.02653333,0.342733333,37.93213333,1.7422,54.21573333,2.069933333,85.05533333,4.866466667,24.94006667,1.242866667,21.86953333,0.000933333,42.37686667,1.226,14.2714,-0.0328,61.27313333,3.727466667,52.74266667,2.767066667,23.097,3.142133333,42.92486667,1.3116,37.99193333,0.7318,21.25233333,-0.4212,54.15426667,1.250466667,20.912,0.643333333,29.6074,0.2736,31.11273333,0.283533333,40.76173333,0.141,48.26826667,7.074866667,28.39813333,3.7466,18.66406667,0.1654,49.86713333,0.607066667,57.28093333,28.97313333,32.72773333,14.96186667,61.06733333,0.0014,57.35846667,3.9082,14.31013333,1.4994,34.72346667,-0.196133333,61.78013333,0.971533333,23.114,0.734733333,40.4458,0.1582,53.21933333,2.0858,48.7826,5.3972,13.03133333,0.6804,59.21853333,1.127866667,23.18353333,2.270066667,47.40566667,2.175866667,54.53333333,1.377933333,40.4524,-0.1748,32.6372,1.953466667,23.85073333,-0.200866667,44.76526667,-0.2144,21.56253333,-0.933533333
436,27.30793333,3.5888,23.4232,4.384066667,41.77026667,2.1268,24.21446667,3.1648,49.24046667,29.8386,45.54786667,1.540933333,47.49526667,0.7548,80.74653333,24.7734,46.63086667,15.9526,26.45606667,0.641933333,16.30053333,0.7044,29.0546,1.447933333,56.93926667,4.753066667,24.06366667,1.7304,40.53686667,1.879133333,30.559,2.040466667,24.9408,2.246066667,46.95306667,2.033933333,43.8722,6.786533333,35.24566667,1.641,13.64473333,1.8404,50.5268,2.497933333,31.60346667,5.230133333,41.86113333,1.9482,62.3874,3.566933333,46.70226667,9.378066667,33.75633333,0.640466667,20.30733333,2.674733333,49.94786667,3.7314,54.40193333,1.405866667,33.35386667,1.2916,55.78873333,0.824533333,25.934,1.020466667,34.8982,0.101466667,27.03746667,1.6612,36.8754,8.6934,18.42846667,6.005,10.70353333,-0.302333333,29.45233333,2.059266667,60.4412,2.243,48.73673333,0.611,38.54706667,1.8974,54.77806667,2.261866667,85.69513333,4.9344,25.24406667,1.4312,22.58566667,0.186866667,42.9906,1.2868,14.68893333,0.117333333,61.67886667,3.6678,52.76806667,2.831133333,23.36226667,3.193666667,43.19213333,1.1634,38.40453333,0.831533333,21.4162,-0.372266667,54.45453333,1.3254,21.31146667,0.817333333,30.0878,0.434733333,31.49566667,0.444933333,41.39953333,0.302,48.6262,7.091333333,29.01446667,3.984866667,18.9128,0.525333333,50.12606667,0.830466667,57.54613333,29.01866667,33.07366667,15.1086,61.49706667,0.137733333,57.61166667,3.960066667,14.66806667,1.7486,35.0464,-0.010466667,61.70113333,0.996333333,23.5524,0.8964,40.77286667,0.344333333,53.53313333,2.011466667,49.27093333,4.999733333,12.75413333,0.5898,59.26753333,0.971333333,23.18886667,2.1692,47.48386667,2.1404,54.90333333,1.4986,40.8324,-0.1352,32.9612,1.9958,23.98733333,-0.043733333,45.167,-0.201866667,21.8658,-0.9496
437,27.8158,3.760533333,24.4398,4.767066667,42.8474,2.779466667,25.4884,3.877133333,50.68026667,30.9864,46.62213333,2.205333333,48.8054,1.723666667,82.08453333,25.7132,47.65453333,16.77046667,28.27506667,1.5084,17.9888,1.736533333,30.87113333,2.642066667,57.20073333,5.129666667,24.66093333,2.281133333,41.479,2.5134,31.6308,2.529066667,25.97673333,2.9142,48.21133333,2.8408,44.8342,7.661466667,36.06826667,2.361066667,14.60546667,2.545733333,51.14093333,3.1614,32.4712,6.0664,42.64133333,2.6568,62.5486,3.6188,47.46733333,9.971133333,34.6708,0.979133333,21.40693333,3.260266667,51.13286667,4.546333333,55.47446667,2.1764,34.7034,1.9626,57.02573333,1.563733333,27.26733333,1.8722,36.44593333,0.9488,28.24853333,2.314866667,38.15493333,9.602533333,19.39286667,7.0244,11.91353333,0.503866667,30.42746667,2.8948,61.46073333,3.178133333,49.63606667,1.512533333,39.70293333,2.696,56.24353333,2.846266667,86.5436,5.5838,26.441,2.207133333,24.13866667,0.724666667,43.70706667,1.996733333,15.6046,0.6758,62.1168,4.353666667,53.89066667,3.583,24.7406,4.087333333,44.09106667,2.1068,39.58033333,1.787466667,22.86026667,0.646933333,55.96326667,2.498266667,23.15933333,1.833866667,31.84153333,1.779,33.34673333,1.900533333,43.10166667,1.696733333,50.27106667,8.814933333,31.143,5.5988,20.45833333,1.969133333,51.6116,2.248466667,59.21986667,31.06933333,34.98893333,16.5572,63.11146667,1.6118,59.5652,5.442933333,16.49586667,3.327266667,36.76306667,1.209533333,63.3068,2.163266667,25.22666667,2.2914,42.82986667,1.632266667,53.89213333,2.319266667,49.48513333,5.320133333,13.34293333,1.001666667,59.4256,1.204933333,23.9598,2.6486,48.03153333,2.832533333,55.99533333,1.8198,41.75946667,0.570066667,34.0196,2.579866667,25.2824,1.0142,46.373,0.4476,23.11333333,-0.211666667
