egg_ID,egg_feature,egg_RGB_col,JND_X,JND_Y,JND_Z,Luminance
IC51,background,#73928CFF,-0.5165301174533915,-1.876056820768618,0.39477099661377235,4.751211382142856
IC52,background,#C0BAACFF,0.22046183479720521,0.8584566625993708,0.03884989497509789,-1.79436901785715
IC53,background,#B4B6A6FF,0.037247512652662886,0.4073693704633131,-0.13096879592732322,-1.0974451178571485
IC54,background,#798A84FF,-0.11470144870506198,-0.9822954169160054,0.36230429918933654,5.642900282142847
IC55,background,#D7CFC0FF,0.25706056108347713,0.9135833912885907,0.025952198722601592,-4.260587417857153
IC56,background,#769285FF,-0.5555392049186695,-1.5136319484176382,0.021442188457644534,4.805646882142838
IC57,background,#7EA19AFF,-0.6104649889866309,-1.9726771285498916,0.5212931492315311,2.6467162821428474
IC58,background,#96A89CFF,-0.2326821930288812,-0.7284637129386424,-0.01938706659387137,1.1887812821428554
IC59,background,#ACBAADFF,-0.19914184449406577,-0.36933768179118803,0.10275135764305324,-1.2129591178571673
IC60,background,#C1C5B9FF,0.11584705727101569,0.1820398705583388,0.027364174460017376,-2.82785471785715
IC61,background,#809E98FF,-0.4071318745634046,-1.6783384245253563,0.4766668694626691,2.9546545821428367
IC62,background,#68857EFF,-0.5083898319969871,-1.8941152385883826,0.37104410526715603,6.9011282821428495
IC63,background,#B7C0BAFF,0.005652271457538277,-0.14038128087223123,0.5447641812180825,-2.152211617857148
IC64,background,#CBCFC6FF,0.10449995998063354,0.22670815676084935,0.3550048444840224,-3.9373974178571416
IC65,background,#B5B69EFF,-0.01927990280342623,0.6696072287590318,-0.6843125757989881,-1.0439633178571626
IC66,background,#E7D9C9FF,0.33858562037257334,1.217112802671905,0.023283197099116484,-5.537834817857146
IC67,background,#DAD1C3FF,0.2622187820856312,0.9657727712948087,0.1850984434837016,-4.506273117857148
IC68,background,#5D7671FF,-0.4461710455029695,-1.9045548750223575,0.44112892067052345,9.314941682142859
IC69,background,#ACAE9FFF,0.025942873350719833,0.42126044465715534,-0.11579950281741742,-0.0579105178571524
IC70,background,#FEDFC7FF,0.535710714869946,2.1518424597392305,-0.34193117193849387,-6.546022817857164
IC71,background,#6E8F8BFF,-0.4532696308201627,-2.1231944713371766,0.6042324286305327,5.315293482142835
IC72,background,#BEBCAAFF,0.0943608790762541,0.6695580838754196,-0.2202339373703576,-1.910909317857147
IC73,background,#D3CCBFFF,0.24165025707913768,0.83446914334755,0.059683701808743585,-3.938255517857158
IC74,background,#C8CDBBFF,-0.06366298499024385,0.2811266761331984,-0.13323293099410316,-3.6671667178571568
IC75,background,#A28964FF,0.5010666197192113,3.134930371816993,-2.3361155894370484,4.223589282142854
IC76,background,#F1D6C4FF,0.5655353258558541,1.9585763841898112,-0.10452018592602887,-5.519305617857157
IC77,background,#8A9689FF,-0.0972979747032292,-0.3898655782822272,-0.2088073699781045,3.5919184821428587
IC78,background,#D5CAB5FF,0.2668773128519071,1.2545079508228163,-0.38293974809354026,-3.766399917857143
IC79,background,#D6CFC1FF,0.26541701647703003,0.8663921910594476,0.04318792154069064,-4.273040117857164
IC80,background,#B0BCAEFF,-0.12235975476794417,-0.2042238333015672,-0.012220752596039027,-1.5016790178571569
IC81,background,#A3AE9EFF,-0.1046166737840474,-0.1694992596539217,-0.22765715101949574,0.21899458214284095
IC82,background,#7A928DFF,-0.25491994447977256,-1.4111282089936699,0.4932230318432937,4.557863482142835
IC83,background,#C2BDB1FF,0.2477882119524131,0.6958483048067472,0.08211261861764159,-2.1828963178571428
IC84,background,#6F8786FF,-0.2033914320284424,-1.7035159763042922,0.7592396155968558,6.225817082142839
IC1,spot,#453A33FF,-0.2879178501873191,-0.17299482539769256,1.5128715188611987,3.0800379059523664
IC2,spot,#5D4738FF,-0.6130480772102097,1.2099478437561815,0.11700560073556376,7.725568405952373
IC3,spot,#473125FF,-0.324410057148203,2.2602337493230387,-0.23405197140814707,1.2661226059523756
IC4,spot,#3C332EFF,-0.008508589648007391,-0.6181454220751013,1.743239069755817,0.6826307059523629
IC5,spot,#B3A892FF,-0.4216880822045098,-1.3884320028262809,1.1194535929253737,24.717299305952366
IC6,spot,#2D251EFF,0.2979642503927492,-0.4327138549932234,1.1025259898837394,-5.187373594047642
IC7,spot,#211E19FF,1.0425168136118828,-1.9323933233641222,1.6923883297461573,-9.297168894047644
IC8,spot,#BA9E85FF,-0.5214733901674867,0.007073869777654133,0.5208353374047898,23.977898205952357
IC9,spot,#968A6EFF,-0.7096027066731949,-1.0002641514829504,0.3687626239706582,20.412388105952374
IC10,spot,#272215FF,0.13654917827942356,-1.3678248221444664,-0.7395861364217414,-7.165505694047624
IC11,spot,#2D2315FF,0.3287891746023568,0.3632961758667211,-1.5757135665048883,-5.950720594047624
IC12,spot,#4F3D22FF,-0.8864515156467226,1.0957766217708589,-2.6979657420999827,4.430884905952354
IC13,spot,#4A3C39FF,-0.1957612546735597,0.048008781190601514,1.977787484830099,4.122828505952356
IC14,spot,#3E3025FF,-0.5345555989030377,0.6763305128991315,0.3661895930535635,-0.14951229404763922
IC15,spot,#4E3523FF,-1.0004079092170521,2.7022913891862093,-1.3937505991426868,2.8039092059523796
IC16,spot,#342C24FF,-0.18083755258354633,-0.47214723084431226,0.9926534726702111,-2.3326396940476286
IC17,spot,#423228FF,-0.3022332322294641,0.9778160572670103,0.28384867263055336,0.8522477059523794
IC18,spot,#342423FF,0.6972067291704395,1.163033425600559,1.5056556267280927,-4.232446494047622
IC19,spot,#8C6A46FF,-1.2991052725927812,1.7213694070233099,-1.4724588888348642,16.18735410595238
IC20,spot,#332621FF,0.22484510487230575,0.6166170977945734,0.9766156103745536,-3.9030232940476424
IC21,spot,#382C23FF,-0.16242051702352509,0.17699624928344668,0.6651193670026213,-1.784730894047641
IC22,spot,#3A2D28FF,0.019032541726367074,0.20799034059900898,1.3950880825237917,-1.2830904940476273
IC23,spot,#83623CFF,-1.50411975173015,1.8482176156503274,-2.123213653177649,14.524327705952373
IC24,spot,#5E3E25FF,-1.210887446740194,3.144220463444841,-2.6592129518800895,6.2534507059523605
IC25,spot,#3D3330FF,-0.20148564656905119,-0.4027202638839162,1.9533648321310626,0.8155400059523572
IC26,spot,#8A7556FF,-0.9163117158366108,0.129829346737691,-0.5784528228316479,17.307284505952367
IC27,spot,#391B11FF,-0.03585624283810397,5.736395487326146,-2.9405005030854117,-5.899769294047644
IC28,spot,#39302DFF,0.26991391024772227,-0.6461856866694562,1.9278243084765005,-0.49629529404762707
IC29,spot,#624B35FF,-0.7458980866143137,1.2198699973046636,-1.2579667718760743,8.727191505952362
IC30,spot,#251E1CFF,0.7693653375251176,-1.0848491930078912,1.6701810170977356,-8.568025194047635
IC31,spot,#31261CFF,-0.07111477494248,0.3195724421834322,-0.4693703242233193,-4.548122194047636
IC32,spot,#251B15FF,0.7150339177796143,0.05369660639497022,-0.20256724307273208,-9.764670694047624
IC33,spot,#2F251CFF,-0.03814205918181847,0.04746253698006635,-0.06139081146202865,-4.854444494047641
IC34,spot,#3D2406FF,-1.1877574802380937,4.306960026175978,-7.625463419783131,-3.230954594047631
IC35,spot,#2E2622FF,0.4046571395669365,-0.8216177142776053,1.5999716816847995,-4.759089194047647
IC36,spot,#5C6255FF,-0.1007190329071944,-2.8525419129557616,1.3945432744523112,12.37618420595237
IC37,spot,#3F524BFF,0.44310230301453774,-4.640137009888283,1.8561857700120026,7.891098605952379
IC38,spot,#0E0601FF,3.5745860219554957,1.98390941449289,-7.088292862794437,-26.056705694047622
IC39,spot,#5C3E27FF,-1.166909759815283,2.8819751349319076,-2.0453351595557003,6.084500305952361
IC40,spot,#413429FF,-1.209104152947883,0.5211121607014962,0.28263397803743706,1.1840059059523753
IC41,spot,#221D18FF,0.6084807956171298,-1.196956687464811,0.6941431593528467,-9.552274894047628
IC42,spot,#473627FF,-0.5920367372187152,0.9599846910504347,-1.0504538816647055,2.363648905952374
IC43,spot,#3A2F28FF,-0.1527781410588605,-0.21591018644522655,1.0215094940346503,-0.7588820940476353
IC44,spot,#8D5739FF,-1.3716583619519878,4.500686787263662,-2.0634277679537756,14.054028205952363
IC45,spot,#362B20FF,-0.2254662344433838,0.06702020748433858,-0.23530070310304174,-2.320595194047627
IC46,spot,#1A140CFF,1.4727538189177578,-0.9801202356229903,-1.8912449717298183,-14.847605594047621
IC47,spot,#34251FFF,0.21819754683618306,1.2031928698180725,0.6562050886214467,-4.1539800940476255
IC48,spot,#271806FF,-0.12092336971877103,2.4249847457132896,-5.930783161314915,-10.664258294047642
IC49,spot,#413835FF,-0.19510077137475415,-0.43358924502202373,2.15290256395512,2.2391663059523523
IC50,spot,#3A312FFF,-0.22310290006508554,-0.4991372311412397,2.1421242503189366,-0.1433145940476379
IC51,spot,#645235FF,-1.124087274640478,0.677953264962499,-1.4015495620010583,9.979497105952362
IC52,spot,#2F2623FF,-0.025649801178343423,-0.20868994544699349,1.7766906006617615,-4.420532694047637
IC53,spot,#23211DFF,0.28899776430832513,-1.887231206661226,2.216295963906246,-8.078138494047636
IC54,spot,#0D0C05FF,1.553491760343074,-1.9925915414672108,-2.3098623186090035,-22.501671694047644
IC55,spot,#2E2522FF,0.08270445287967552,-0.3288117260942036,1.5230232882429084,-4.904687294047648
IC56,spot,#2A251CFF,-0.254102868938086,-1.046605196305044,0.607347463579218,-5.713484594047628
IC57,spot,#291E14FF,0.042123404995275275,0.9148528212055522,-0.6000020185644186,-8.253351094047645
IC58,spot,#28211AFF,0.002514336330140836,-0.493124370959344,0.6125176327676247,-7.234920194047646
IC59,spot,#1D1C17FF,0.5647382247411032,-2.3482540840779835,1.8371952007199632,-10.770494694047642
IC60,spot,#8F764FFF,-1.0743205501619457,0.5206816371774134,-1.7166404213352542,17.72557580595236
IC61,spot,#56483BFF,-0.39690483593112763,-0.09736099238242074,0.4155240511563212,7.322621805952366
IC62,spot,#251D14FF,-0.09311997266268372,-0.08858103909424865,-0.23481590723762139,-9.22978409404763
IC63,spot,#2A241BFF,-0.01808294412081197,-0.6912133981026894,0.195331900569214,-5.935323894047627
IC64,spot,#B1AB93FF,-0.42831916792179736,-1.6569223189332514,1.11568591381185,24.832667605952366
IC65,spot,#73766EFF,0.04100635581228468,-2.561697094007386,1.9313685434074666,16.552034405952355
IC66,spot,#2B1C14FF,0.31810504707910264,1.7982546202846152,-0.8611351036222927,-8.314096394047624
IC67,spot,#37443EFF,0.31957093640465917,-4.203313793962753,1.9872462382645775,4.299028605952373
IC68,spot,#38362AFF,-0.14717292610945054,-1.6406804030043605,0.3939134139965556,0.6783801059523569
IC69,spot,#241A0EFF,-0.4624178422284042,0.809330660719095,-1.9761167186393434,-10.475181594047626
IC70,spot,#201F1CFF,0.405270063310947,-2.537831197204452,2.1641151066033437,-9.00238399404762
IC71,spot,#31281CFF,-0.20709944763781302,0.07108135720083748,-0.5733193491716501,-3.927857594047623
IC72,spot,#141312FF,1.81715494573784,-2.441955662200082,1.93972067122745,-16.160470594047638
IC73,spot,#593B29FF,-1.150775351858301,3.137322695431469,-1.1487853709896794,5.305381205952358
IC74,spot,#7F6241FF,-1.3212836927267746,1.4786995452760556,-1.4238722205740924,14.325579705952379
IC75,spot,#251D1DFF,0.6378665283582325,-0.34903436335037596,2.306554832060287,-9.021074194047628
IC76,spot,#272220FF,0.36029642778063414,-1.2124429194269981,2.4208248614827395,-7.021245894047638
IC77,spot,#443B2FFF,-0.35884815693780847,-0.6766330015004703,0.27394137637633564,3.227823605952352
IC78,spot,#40322CFF,0.004727094661196853,0.4451995819285303,1.1630206635081533,0.9057877059523776
IC79,spot,#2E2A26FF,0.22965539251565484,-1.3861410325450598,2.1507115550732467,-3.4868173940476197
IC80,spot,#171511FF,1.4405663683502055,-2.2091223360574728,1.4869523351191418,-14.852980094047638
IC81,spot,#43372CFF,-0.3173117202609932,-0.06943060655866065,0.517613077630839,2.098810005952373
IC82,spot,#252118FF,0.33962180218469135,-1.3353459510063095,0.39642990863089755,-7.731005494047622
IC83,spot,#1A1510FF,1.7332356753661713,-1.2446864431435973,0.8969573652141544,-14.450254794047623
IC84,spot,#0B0802FF,4.692649660340943,-0.5628666161786335,-5.438008450616721,32.05817190595238
